Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,posSent,negSent,compoundSent,repetitiveness
60,unpredictable,jamie foxx featuring ludacris,2006,177,484,True,0.163,0.014,0.9977,0.634
61,my love,justin timberlake featuring ti,2006,199,712,True,0.259,0.034,0.9997,0.721
62,shake that,eminem featuring nate dogg,2006,283,755,True,0.073,0.245,-0.9993,0.625
63,pullin me back,chingy featuring tyrese,2006,226,713,True,0.073,0.08,0.6208,0.683
64,bossy,kelis featuring too short,2006,205,745,True,0.073,0.144,-0.9975,0.725
65,chain hang low,jibbs,2006,168,625,True,0.083,0.05,0.957,0.731
66,smack that,akon featuring eminem,2006,193,577,True,0.069,0.066,0.1935,0.666
67,one wish,ray j,2006,202,877,True,0.361,0.042,0.9999,0.77
68,sugar were goin down,fall out boy,2006,92,415,False,0.037,0.169,-0.996,0.778
69,gimme that,chris brown featuring lil wayne,2006,145,491,True,0.175,0.015,0.9977,0.705
70,i know you see it,yung joc,2006,186,614,True,0.115,0.057,0.9505,0.697
71,who says you cant go home,bon jovi featuring jennifer nettles,2006,139,504,True,0.19,0.007,0.9972,0.724
72,too little too late,jojo,2006,114,428,True,0.089,0.103,-0.0744,0.734
73,touch it,busta rhymes,2006,210,687,True,0.021,0.122,-0.9912,0.694
74,rompe,daddy yankee,2006,159,383,True,0.077,0.038,0.926,0.585
75,dej`a vu,beyonce featuring jayz,2006,194,407,False,0.13,0.053,0.987,0.523
76,life is a highway,rascal flatts,2006,129,342,True,0.077,0.023,0.8902,0.623
77,call me when youre sober,evanescence,2006,83,185,True,0.163,0.157,0.05,0.551
78,jesus take the wheel,carrie underwood,2006,126,284,True,0.087,0.055,0.8666,0.556
79,show stopper,danity kane featuring yung joc,2006,165,576,True,0.089,0.014,0.9905,0.714
80,get up,ciara featuring chamillionaire,2006,198,624,True,0.116,0.077,0.9664,0.683
81,we be burnin,sean paul,2006,169,593,True,0.119,0.047,0.9946,0.715
82,hate me,blue october,2006,177,409,True,0.123,0.171,-0.976,0.567
83,you and me,lifehouse,2006,76,244,True,0.068,0.011,0.9161,0.689
84,beep,pussycat dolls featuring william,2006,121,591,False,0.383,0.026,0.9997,0.795
85,i think they like me,dem franchize boyz featuring jermaine dupri da brat and bow wow,2006,379,790,True,0.14,0.1,0.9855,0.52
86,say goodbye,chris brown,2006,165,719,True,0.051,0.101,-0.9878,0.771
87,waiting on the world to change,john mayer,2006,106,278,True,0.055,0.061,-0.3691,0.619
88,soul survivor,young jeezy featuring akon,2006,239,692,True,0.143,0.138,-0.8072,0.655
89,pump it,the black eyed peas,2006,179,512,True,0.055,0.032,0.9087,0.65
90,when im gone,eminem,2006,308,907,True,0.127,0.102,0.9656,0.66
91,hung up,madonna,2006,88,473,True,0.007,0.078,-0.9868,0.814
92,stay fly,three 6 mafia featuring young buck and 8ball  mjg,2006,303,696,True,0.073,0.13,-0.9951,0.565
93,love,keyshia cole,2006,97,279,True,0.127,0.037,0.9829,0.652
94,when youre mad,neyo,2006,111,349,True,0.141,0.183,-0.9601,0.682
95,why you wanna,ti,2006,206,857,False,0.176,0.062,0.9988,0.76
96,stupid girls,pink,2006,129,408,True,0.148,0.178,-0.9754,0.684
97,feel good inc,gorillaz,2006,129,252,False,0.218,0.114,0.9844,0.488
98,im sprung,tpain,2006,,,,,,,
99,do i make you proud,taylor hicks,2006,80,282,True,0.127,0.016,0.9844,0.716
100,for you i will confidence,teddy geiger,2006,106,292,False,0.133,0.016,0.9856,0.637
1,irreplaceable,beyonce,2007,136,508,True,0.05,0.078,-0.9698,0.732
2,umbrella,rihanna featuring jayz,2007,160,496,True,0.101,0.078,0.8724,0.677
3,the sweet escape,gwen stefani featuring akon,2007,129,463,False,0.307,0.091,0.9991,0.721
4,big girls dont cry,fergie,2007,127,357,True,0.22,0.053,0.997,0.644
5,buy u a drank shawty snappin,tpain featuring yung joc,2007,,,,,,,
6,before he cheats,carrie underwood,2007,111,272,True,0.07,0.135,-0.9645,0.592
7,hey there delilah,plain white ts,2007,176,401,True,0.137,0.052,0.9921,0.561
8,i wanna love you,akon featuring snoop dogg,2007,199,559,False,0.081,0.148,-0.9923,0.644
9,say it right,nelly furtado,2007,64,161,True,0.104,0.092,0.4838,0.602
10,glamorous,fergie featuring ludacris,2007,189,469,True,0.276,0.066,0.9987,0.597
11,dont matter,akon,2007,143,644,True,0.172,0.221,-0.983,0.778
12,girlfriend,avril lavigne,2007,114,539,True,0.063,0.216,-0.9972,0.788
13,makes me wonder,maroon 5,2007,112,359,True,0.065,0.129,-0.9746,0.688
14,party like a rockstar,shop boyz,2007,138,559,False,0.564,0.016,0.9999,0.753
15,smack that,akon featuring eminem,2007,193,577,True,0.069,0.066,0.1935,0.666
16,this is why im hot,mims,2007,225,838,True,0.04,0.055,-0.9264,0.732
17,its not over,daughtry,2007,98,279,True,0.129,0.152,-0.8328,0.649
18,the way i are,timbaland featuring keri hilson,2007,112,354,True,0.224,0.009,0.9976,0.684
19,fergalicious,fergie featuring william,2007,182,802,True,0.181,0.065,0.9987,0.773
20,crank that soulja boy,soulja boy tell em,2007,,,,,,,
21,give it to me,timbaland featuring nelly furtado and justin timberlake,2007,181,599,True,0.144,0.056,0.996,0.698
22,what goes around comes around,justin timberlake,2007,184,831,True,0.065,0.076,-0.9607,0.779
23,cupids chokehold,gym class heroes featuring patrick stump,2007,215,634,False,0.141,0.032,0.9977,0.661
24,how to save a life,the fray,2007,116,381,True,0.178,0.163,0.8539,0.696
25,home,daughtry,2007,94,297,True,0.206,0.051,0.9946,0.684
26,my love,justin timberlake featuring ti,2007,199,712,True,0.259,0.034,0.9997,0.721
27,stronger,kanye west,2007,171,533,True,0.074,0.076,0.6046,0.679
28,we fly high,jim jones,2007,225,481,True,0.085,0.086,-0.4939,0.532
29,u  ur hand,pink,2007,133,427,True,0.113,0.103,0.8951,0.689
30,walk it out,unk,2007,146,719,True,0.033,0.043,-0.8316,0.797
31,beautiful girls,sean kingston,2007,148,375,True,0.126,0.229,-0.9958,0.605
32,this aint a scene its an arms race,fall out boy,2007,118,337,False,0.106,0.259,-0.9949,0.65
33,bartender,tpain featuring akon,2007,,,,,,,
34,pop lock  drop it,huey,2007,210,769,False,0.037,0.141,-0.9969,0.727
35,runaway love,ludacris featuring mary j blige,2007,237,567,True,0.232,0.11,0.9987,0.582
36,rockstar,nickelback,2007,223,565,True,0.154,0.063,0.9934,0.605
37,thnks fr th mmrs,fall out boy,2007,115,340,False,0.253,0.075,0.9975,0.662
38,what ive done,linkin park,2007,60,176,True,0.085,0.081,0.1672,0.659
39,summer love,justin timberlake,2007,145,461,True,0.238,0.013,0.9991,0.685
40,you,lloyd featuring lil wayne,2007,173,525,True,0.314,0.014,0.9995,0.67
41,wait for you,elliott yamin,2007,151,468,True,0.073,0.102,-0.9154,0.677
42,last night,diddy featuring keyshia cole,2007,129,475,True,0.133,0.106,0.9365,0.728
43,make it rain,fat joe featuring lil wayne,2007,174,691,True,0.058,0.154,-0.9972,0.748
44,make me better,fabolous featuring neyo,2007,200,646,True,0.317,0.034,0.9997,0.69
45,ice box,omarion featuring timbaland,2007,109,688,False,0.157,0.064,0.9946,0.842
46,lips of an angel,hinder,2007,94,279,True,0.168,0.074,0.9889,0.663
47,waiting on the world to change,john mayer,2007,106,278,True,0.055,0.061,-0.3691,0.619
48,lost without u,robin thicke,2007,95,359,False,0.261,0.079,0.998,0.735
49,im a flirt,r kelly featuring ti and tpain,2007,310,1156,True,0.132,0.069,0.9971,0.732
50,if everyone cared,nickelback,2007,82,277,True,0.276,0.172,0.9922,0.704
51,get it shawty,lloyd,2007,126,402,True,0.091,0.014,0.9745,0.687
52,face down,the red jumpsuit apparatus,2007,114,340,True,0.159,0.111,0.9479,0.665
53,the way i live,baby boy da prince,2007,249,784,True,0.084,0.079,0.9478,0.682
54,shortie like mine,bow wow featuring chris brown and johnt'a austin,2007,210,887,False,0.208,0.079,0.9992,0.763
55,it ends tonight,the allamerican rejects,2007,97,247,True,0.054,0.132,-0.8813,0.607
56,a bay bay,hurricane chris,2007,243,857,False,0.041,0.031,0.1546,0.716
57,because of you,neyo,2007,106,352,True,0.088,0.116,-0.9128,0.699
58,i tried,bone thugsnharmony featuring akon,2007,,,,,,,
59,welcome to the black parade,my chemical romance,2007,162,364,False,0.089,0.179,-0.992,0.555
60,shawty,plies featuring tpain,2007,203,631,True,0.041,0.077,-0.9767,0.678
61,chasing cars,snow patrol,2007,116,224,True,0.103,0.054,0.9226,0.482
62,beautiful liar,beyonce featuring shakira,2007,116,332,True,0.282,0.156,0.9928,0.651
63,sexyback,justin timberlake,2007,96,646,False,0.172,0.041,0.9983,0.851
64,keep holding on,avril lavigne,2007,97,346,True,0.181,0.068,0.989,0.72
65,let it go,keyshia cole featuring missy elliott and lil kim,2007,180,608,True,0.103,0.151,-0.9899,0.704
66,apologize,timbaland featuring onerepublic,2007,73,144,True,0.161,0.085,0.9167,0.493
67,bubbly,colbie caillat,2007,103,266,True,0.155,0.013,0.9882,0.613
68,like a boy,ciara,2007,155,533,True,0.201,0.172,0.8272,0.709
69,who knew,pink,2007,106,231,True,0.222,0.07,0.9902,0.541
70,never again,kelly clarkson,2007,117,348,True,0.074,0.196,-0.9943,0.664
71,promise,ciara,2007,140,525,True,0.092,0.075,0.7261,0.733
72,bed,j holiday,2007,156,605,True,0.202,0.028,0.9988,0.742
73,throw some ds,rich boy featuring polow da don,2007,213,542,True,0.03,0.282,-0.9995,0.607
74,rehab,amy winehouse,2007,107,302,True,0.083,0.149,-0.9504,0.646
75,big shit poppin do it,ti,2007,,,,,,,
76,no one,alicia keys,2007,84,289,True,0.084,0.149,-0.9753,0.709
77,the great escape,boys like girls,2007,101,243,True,0.263,0.145,0.9907,0.584
78,2 step,unk,2007,128,432,False,0.041,0.024,0.5106,0.704
79,walk away remember me,paula deanda featuring the dey,2007,168,594,False,0.177,0.039,0.9982,0.717
80,go getta,young jeezy featuring r kelly,2007,200,561,True,0.139,0.154,-0.9586,0.643
81,here in your arms,hellogoodbye,2007,54,234,True,0.173,0.166,0.8456,0.769
82,on the hotline,pretty ricky,2007,182,576,True,0.164,0.043,0.9977,0.684
83,wind it up,gwen stefani,2007,149,389,True,0.112,0.037,0.9839,0.617
84,cyclone,baby bash featuring tpain,2007,158,581,True,0.157,0.059,0.9961,0.728
85,break it off,rihanna featuring sean paul,2007,219,745,True,0.099,0.036,0.9897,0.706
86,first time,lifehouse,2007,83,248,True,0.246,0.07,0.993,0.665
87,ayo technology,50 cent featuring justin timberlake and timbaland,2007,206,710,False,0.068,0.069,-0.9149,0.71
88,outta my system,bow wow featuring tpain and johnt'a austin,2007,221,753,True,0.063,0.125,-0.9928,0.707
89,teardrops on my guitar,taylor swift,2007,133,282,True,0.129,0.044,0.9591,0.528
90,shut up and drive,rihanna,2007,119,434,True,0.064,0.008,0.9663,0.726
91,snow hey oh,red hot chili peppers,2007,133,481,False,0.149,0.053,0.9941,0.723
92,money maker,ludacris featuring pharrell,2007,217,712,True,0.173,0.086,0.9958,0.695
93,kiss kiss,chris brown featuring tpain,2007,125,481,True,0.116,0.062,0.8793,0.74
94,far away,nickelback,2007,90,287,True,0.125,0.032,0.9836,0.686
95,rock yo hips,crime mob and lil scrappy,2007,227,643,False,0.072,0.026,0.9834,0.647
96,lovestoned,justin timberlake,2007,130,392,True,0.16,0.1,0.9886,0.668
97,better than me,hinder,2007,103,294,True,0.206,0.029,0.9949,0.65
98,paralyzer,finger eleven,2007,97,299,False,0.045,0.071,-0.7969,0.676
99,thats that,snoop dogg featuring r kelly,2007,219,680,True,0.105,0.142,-0.9906,0.678
100,same girl,r kelly featuring usher,2007,211,647,True,0.138,0.029,0.9973,0.674
1,low,flo rida featuring tpain,2008,211,671,True,0.051,0.195,-0.9971,0.686
2,bleeding love,leona lewis,2008,119,365,True,0.227,0.124,0.9968,0.674
3,no one,alicia keys,2008,84,289,True,0.084,0.149,-0.9753,0.709
4,lollipop,lil wayne featuring static major,2008,141,662,True,0.205,0.022,0.9989,0.787
5,apologize,timbaland featuring onerepublic,2008,73,144,True,0.161,0.085,0.9167,0.493
6,no air,jordin sparks and chris brown,2008,100,375,True,0.022,0.212,-0.9961,0.733
7,love song,sara bareilles,2008,133,394,True,0.219,0.042,0.9984,0.662
8,love in this club,usher featuring young jeezy,2008,210,595,True,0.157,0.04,0.9974,0.647
9,with you,chris brown,2008,135,577,True,0.14,0.047,0.9961,0.766
10,forever,chris brown,2008,147,424,True,0.217,0.016,0.9986,0.653
11,sexy can i,ray j featuring yung berg,2008,168,643,True,0.197,0.068,0.9979,0.739
12,take a bow,rihanna,2008,107,253,True,0.205,0.063,0.9927,0.577
13,viva la vida,coldplay,2008,159,326,True,0.034,0.064,-0.8955,0.512
14,i kissed a girl,katy perry,2008,96,262,True,0.279,0.094,0.995,0.634
15,whatever you like,ti,2008,146,627,True,0.201,0.042,0.998,0.767
16,disturbia,rihanna,2008,122,478,True,0.068,0.081,-0.5674,0.745
17,dont stop the music,rihanna,2008,114,491,True,0.349,0.01,0.9995,0.768
18,pocketful of sunshine,natasha bedingfield,2008,89,432,True,0.269,0.106,0.9978,0.794
19,kiss kiss,chris brown featuring tpain,2008,125,481,True,0.116,0.062,0.8793,0.74
20,closer,neyo,2008,78,347,True,0.245,0.048,0.9949,0.775
21,bubbly,colbie caillat,2008,103,266,True,0.155,0.013,0.9882,0.613
22,touch my body,mariah carey,2008,142,510,True,0.176,0.011,0.9978,0.722
23,4 minutes,madonna featuring justin timberlake and timbaland,2008,125,393,False,0.102,0.089,0.3653,0.682
24,so what,pink,2008,111,433,True,0.075,0.087,0.2629,0.744
25,paralyzer,finger eleven,2008,97,299,False,0.045,0.071,-0.7969,0.676
26,clumsy,fergie,2008,106,443,True,0.276,0.182,0.9985,0.761
27,im yours,jason mraz,2008,160,366,True,0.282,0.042,0.9988,0.563
28,leavin,jesse mccartney,2008,107,461,True,0.041,0.186,-0.9977,0.768
29,dangerous,kardinal offishall featuring akon,2008,191,557,True,0.073,0.245,-0.9992,0.657
30,tattoo,jordin sparks,2008,132,436,True,0.188,0.179,0.649,0.697
31,see you again,miley cyrus,2008,106,337,True,0.121,0.056,0.973,0.685
32,shake it,metro station,2008,97,359,True,0.172,0.3,-0.9745,0.73
33,stop and stare,onerepublic,2008,114,264,True,0.055,0.151,-0.9772,0.568
34,take you there,sean kingston,2008,112,531,True,0.056,0.098,-0.9687,0.789
35,paper planes,mia,2008,117,383,False,0.098,0.088,-0.0296,0.695
36,hot n cold,katy perry,2008,96,377,False,0.137,0.174,-0.8453,0.745
37,live your life,ti featuring rihanna,2008,296,888,True,0.079,0.075,-0.2402,0.667
38,bust it baby part 2,plies featuring neyo,2008,204,539,False,0.187,0.053,0.9981,0.622
39,american boy,estelle featuring kanye west,2008,237,593,True,0.219,0.032,0.999,0.6
40,got money,lil wayne featuring tpain,2008,207,632,True,0.15,0.093,0.9871,0.672
41,our song,taylor swift,2008,139,367,True,0.09,0.042,0.9433,0.621
42,damaged,danity kane,2008,101,446,True,0.024,0.313,-0.9995,0.774
43,a milli,lil wayne,2008,271,555,True,0.14,0.181,-0.9907,0.512
44,sorry,buckcherry,2008,84,281,True,0.13,0.182,-0.4767,0.701
45,independent,webbie featuring lil boosie and lil phat,2008,234,660,True,0.127,0.079,0.9836,0.645
46,cant believe it,tpain featuring lil wayne,2008,,,,,,,
47,like youll never see me again,alicia keys,2008,95,305,True,0.241,0.026,0.9969,0.689
48,teardrops on my guitar,taylor swift,2008,133,282,True,0.129,0.044,0.9591,0.528
49,when i grow up,pussycat dolls,2008,126,637,True,0.155,0.02,0.9965,0.802
50,sexual eruption,snoop dogg,2008,154,368,True,0.051,0.12,-0.9851,0.582
51,what you got,colby odonis featuring akon,2008,168,617,True,0.133,0.06,0.9949,0.728
52,its not my time,3 doors down,2008,99,321,True,0.098,0.018,0.9755,0.692
53,better in time,leona lewis,2008,120,353,True,0.203,0.122,0.9886,0.66
54,crank that soulja boy,soulja boy tell em,2008,,,,,,,
55,shadow of the day,linkin park,2008,44,148,True,0.091,0.0,0.9001,0.703
56,sweetest girl dollar bill,wyclef jean featuring akon lil wayne and niia,2008,216,709,False,0.076,0.067,0.8322,0.695
57,miss independent,neyo,2008,123,381,True,0.311,0.079,0.9989,0.677
58,fall for you,secondhand serenade,2008,97,270,True,0.132,0.026,0.9844,0.641
59,in the ayer,flo rida featuring william,2008,170,518,True,0.093,0.084,0.7577,0.672
60,say,john mayer,2008,79,328,True,0.069,0.075,-0.2315,0.759
61,one step at a time,jordin sparks,2008,112,365,True,0.13,0.118,0.8847,0.693
62,hate that i love you,rihanna featuring neyo,2008,112,405,True,0.256,0.154,0.9959,0.723
63,superstar,lupe fiasco featuring matthew santos,2008,255,632,True,0.157,0.099,0.9924,0.597
64,suffocate,j holiday,2008,134,443,True,0.104,0.08,0.9589,0.698
65,let it rock,kevin rudolf featuring lil wayne,2008,164,424,True,0.137,0.144,-0.7349,0.613
66,get like me,david banner featuring chris brown,2008,254,775,True,0.128,0.069,0.9931,0.672
67,realize,colbie caillat,2008,71,267,True,0.068,0.065,0.5719,0.734
68,put on,young jeezy featuring kanye west,2008,225,772,True,0.103,0.089,0.667,0.709
69,the time of my life,david cook,2008,101,298,True,0.037,0.026,0.296,0.661
70,lolli lolli pop that body,three 6 mafia,2008,187,515,False,0.047,0.038,0.5837,0.637
71,cyclone,baby bash featuring tpain,2008,158,581,True,0.157,0.059,0.9961,0.728
72,love like this,natasha bedingfield featuring sean kingston,2008,137,541,True,0.06,0.235,-0.9985,0.747
73,burnin up,jonas brothers featuring big rob,2008,110,280,True,0.016,0.024,-0.5063,0.607
74,love lockdown,kanye west,2008,121,388,True,0.254,0.214,0.9925,0.688
75,i luv your girl,thedream,2008,,,,,,,
76,crush,david archuleta,2008,112,345,True,0.093,0.077,0.9136,0.675
77,hypnotized,plies featuring akon,2008,162,563,True,0.082,0.088,-0.8264,0.712
78,big girls dont cry,fergie,2008,127,357,True,0.22,0.053,0.997,0.644
79,good life,kanye west featuring tpain,2008,199,574,True,0.134,0.071,0.9791,0.653
80,womanizer,britney spears,2008,124,541,True,0.087,0.068,0.9477,0.771
81,love story,taylor swift,2008,151,366,True,0.145,0.094,0.9795,0.587
82,just fine,mary j blige,2008,150,579,True,0.364,0.082,0.9995,0.741
83,piece of me,britney spears,2008,110,217,True,0.156,0.088,0.7041,0.493
84,the boss,rick ross featuring tpain,2008,196,657,True,0.062,0.114,-0.9913,0.702
85,all summer long,kid rock,2008,138,358,True,0.278,0.0,0.9991,0.615
86,cant help but wait,trey songz,2008,120,405,True,0.079,0.186,-0.9916,0.704
87,in love with a girl,gavin degraw,2008,138,400,True,0.278,0.099,0.9987,0.655
88,my life,the game featuring lil wayne,2008,285,774,True,0.107,0.187,-0.998,0.632
89,i remember,keyshia cole,2008,92,305,True,0.183,0.178,0.6912,0.698
90,flashing lights,kanye west featuring dwele,2008,163,343,True,0.143,0.084,0.9789,0.525
91,mrs officer,lil wayne featuring bobby valentino,2008,192,843,True,0.156,0.048,0.9974,0.772
92,7 things,miley cyrus,2008,134,348,False,0.221,0.191,0.952,0.615
93,youre gonna miss this,trace adkins,2008,135,278,True,0.148,0.075,0.9787,0.514
94,love remains the same,gavin rossdale,2008,122,304,True,0.121,0.05,0.9738,0.599
95,feels like tonight,daughtry,2008,86,226,True,0.189,0.023,0.9907,0.619
96,the way i are,timbaland featuring keri hilson,2008,112,354,True,0.224,0.009,0.9976,0.684
97,addicted,saving abel,2008,85,309,True,0.09,0.052,0.9283,0.725
98,into the night,santana featuring chad kroeger,2008,86,405,True,0.119,0.055,0.9756,0.788
99,heaven sent,keyshia cole,2008,111,547,True,0.143,0.031,0.9978,0.797
100,she got it,2 pistols featuring tpain and tay dizm,2008,184,716,True,0.119,0.073,0.9836,0.743
1,boom boom pow,the black eyed peas,2009,120,472,True,0.036,0.06,-0.886,0.746
2,poker face,lady gaga,2009,120,517,True,0.184,0.032,0.9971,0.768
3,just dance,lady gaga featuring colby odonis,2009,179,455,True,0.11,0.063,0.9508,0.607
4,i gotta feeling,the black eyed peas,2009,112,561,True,0.279,0.014,0.9993,0.8
5,love story,taylor swift,2009,151,366,True,0.145,0.094,0.9795,0.587
6,right round,flo rida,2009,191,555,True,0.071,0.08,-0.8088,0.656
7,im yours,jason mraz,2009,160,366,True,0.282,0.042,0.9988,0.563
8,single ladies put a ring on it,beyonce,2009,127,639,False,0.16,0.021,0.998,0.801
9,heartless,kanye west,2009,159,436,True,0.034,0.17,-0.9971,0.635
10,gives you hell,the allamerican rejects,2009,,,,,,,
11,you belong with me,taylor swift,2009,149,389,True,0.091,0.024,0.9764,0.617
12,dead and gone,ti featuring justin timberlake,2009,262,822,True,0.066,0.25,-0.9997,0.681
13,you found me,the fray,2009,102,286,True,0.025,0.196,-0.9953,0.643
14,use somebody,kings of leon,2009,60,130,True,0.206,0.025,0.9705,0.538
15,knock you down,keri hilson featuring kanye west and neyo,2009,257,655,False,0.17,0.088,0.9972,0.608
16,blame it,jamie foxx featuring tpain,2009,202,757,True,0.066,0.214,-0.9989,0.733
17,i know you want me calle ocho,pitbull,2009,159,557,False,0.216,0.035,0.9943,0.715
18,live your life,ti featuring rihanna,2009,296,888,True,0.079,0.075,-0.2402,0.667
19,kiss me thru the phone,soulja boy tell em featuring sammie,2009,103,504,True,0.24,0.048,0.999,0.796
20,down,jay sean featuring lil wayne,2009,118,369,True,0.118,0.099,0.9288,0.68
21,the climb,miley cyrus,2009,122,273,True,0.089,0.09,0.1352,0.553
22,best i ever had,drake,2009,237,802,True,0.217,0.026,0.9995,0.704
23,my life would suck without you,kelly clarkson,2009,87,210,False,0.254,0.153,0.9776,0.586
24,halo,beyonce,2009,111,405,True,0.096,0.033,0.9731,0.726
25,hot n cold,katy perry,2009,96,377,False,0.137,0.174,-0.8453,0.745
26,second chance,shinedown,2009,86,234,True,0.156,0.016,0.9863,0.632
27,circus,britney spears,2009,101,414,True,0.078,0.13,-0.8223,0.756
28,day n nite,kid cudi,2009,131,378,False,0.19,0.138,0.9852,0.653
29,party in the usa,miley cyrus,2009,131,420,True,0.219,0.038,0.9971,0.688
30,dont trust me,3oh3,2009,124,432,False,0.439,0.007,0.9998,0.713
31,run this town,jayz featuring rihanna and kanye west,2009,291,702,True,0.095,0.076,0.8384,0.585
32,let it rock,kevin rudolf featuring lil wayne,2009,164,424,True,0.137,0.144,-0.7349,0.613
33,fire burning,sean kingston,2009,132,503,True,0.101,0.18,-0.9909,0.738
34,whatcha say,jason derulo,2009,110,412,True,0.176,0.055,0.9953,0.733
35,lovegame,lady gaga,2009,104,523,False,0.49,0.053,0.9999,0.801
36,waking up in vegas,katy perry,2009,102,291,True,0.04,0.124,-0.9705,0.649
37,birthday sex,jeremih,2009,161,469,True,0.177,0.014,0.998,0.657
38,sober,pink,2009,129,326,True,0.208,0.136,0.9876,0.604
39,womanizer,britney spears,2009,124,541,True,0.087,0.068,0.9477,0.771
40,whatever you like,ti,2009,146,627,True,0.201,0.042,0.998,0.767
41,obsessed,mariah carey,2009,146,543,True,0.049,0.204,-0.9985,0.731
42,mad,neyo,2009,127,444,True,0.069,0.286,-0.9989,0.714
43,good girls go bad,cobra starship featuring leighton meester,2009,90,350,True,0.302,0.175,0.9963,0.743
44,love lockdown,kanye west,2009,121,388,True,0.254,0.214,0.9925,0.688
45,so what,pink,2009,111,433,True,0.075,0.087,0.2629,0.744
46,hotel room service,pitbull,2009,126,479,False,0.143,0.055,0.9925,0.737
47,crack a bottle,eminem dr dre and 50 cent,2009,,,,,,,
48,if i were a boy,beyonce,2009,118,296,True,0.093,0.076,0.6101,0.601
49,turnin me on,keri hilson featuring lil wayne,2009,197,552,True,0.207,0.049,0.998,0.643
50,i hate this part,pussycat dolls,2009,121,355,True,0.05,0.177,-0.9957,0.659
51,gotta be somebody,nickelback,2009,110,393,True,0.181,0.063,0.9942,0.72
52,please dont leave me,pink,2009,97,253,True,0.12,0.153,-0.952,0.617
53,paparazzi,lady gaga,2009,114,279,True,0.229,0.157,0.9837,0.591
54,beautiful,akon featuring colby odonis and kardinal offishall,2009,167,535,True,0.346,0.104,0.9996,0.688
55,viva la vida,coldplay,2009,159,326,True,0.034,0.064,-0.8955,0.512
56,right now na na na,akon,2009,112,537,False,0.212,0.036,0.9984,0.791
57,battlefield,jordin sparks,2009,119,448,True,0.214,0.194,0.9506,0.734
58,sugar,flo rida featuring wynter gordon,2009,178,596,True,0.288,0.017,0.9995,0.701
59,miss independent,neyo,2009,123,381,True,0.311,0.079,0.9989,0.677
60,fireflies,owl city,2009,135,326,True,0.122,0.081,0.9625,0.586
61,new divide,linkin park,2009,94,238,True,0.121,0.123,-0.6729,0.605
62,empire state of mind,jayz and alicia keys,2009,299,652,False,0.142,0.062,0.9962,0.541
63,no surprise,daughtry,2009,142,361,True,0.215,0.108,0.9932,0.607
64,she wolf,shakira,2009,139,304,True,0.119,0.103,0.8508,0.543
65,break up,mario featuring gucci mane and sean garrett,2009,182,679,True,0.288,0.067,0.9997,0.732
66,sweet dreams,beyonce,2009,120,409,False,0.281,0.046,0.9986,0.707
67,every girl,young money,2009,290,906,True,0.203,0.169,0.9608,0.68
68,fallin for you,colbie caillat,2009,90,347,True,0.063,0.079,-0.9121,0.741
69,untouched,the veronicas,2009,125,463,True,0.051,0.081,-0.9485,0.73
70,if today was your last day,nickelback,2009,134,351,True,0.152,0.067,0.9827,0.618
71,throw it in the bag,fabolous featuring thedream,2009,195,641,True,0.059,0.035,0.9149,0.696
72,love drunk,boys like girls,2009,114,352,True,0.232,0.187,0.986,0.676
73,i love college,asher roth,2009,194,553,True,0.263,0.067,0.9992,0.649
74,if u seek amy,britney spears,2009,119,576,False,0.08,0.1,-0.9803,0.793
75,big green tractor,jason aldean,2009,122,359,True,0.065,0.071,-0.731,0.66
76,white horse,taylor swift,2009,133,300,True,0.066,0.044,0.8159,0.557
77,disturbia,rihanna,2009,122,478,True,0.068,0.081,-0.5674,0.745
78,21 guns,green day,2009,110,248,False,0.055,0.132,-0.969,0.556
79,turn my swag on,soulja boy tell em,2009,97,327,True,0.127,0.028,0.9769,0.703
80,rockin that thang,thedream,2009,,,,,,,
81,chicken fried,zac brown band,2009,130,358,True,0.273,0.018,0.9989,0.637
82,diva,beyonce,2009,153,606,True,0.054,0.02,0.922,0.748
83,replay,iyaz,2009,132,487,True,0.182,0.051,0.997,0.729
84,then,brad paisley,2009,110,269,True,0.205,0.025,0.9953,0.591
85,her diamonds,rob thomas,2009,113,450,True,0.181,0.135,0.9636,0.749
86,how do you sleep,jesse mccartney featuring ludacris,2009,117,482,True,0.102,0.088,0.8316,0.757
87,3,britney spears,2009,94,348,True,0.125,0.024,0.9893,0.73
88,forever,drake featuring kanye west lil wayne and eminem,2009,395,1050,True,0.115,0.163,-0.9985,0.624
89,one time,justin bieber,2009,101,465,True,0.278,0.039,0.9993,0.783
90,i run to you,lady antebellum,2009,68,225,True,0.074,0.121,-0.8957,0.698
91,i do not hook up,kelly clarkson,2009,126,323,True,0.173,0.133,0.9543,0.61
92,green light,john legend featuring andre 3000,2009,185,603,True,0.196,0.044,0.9985,0.693
93,people are crazy,billy currington,2009,132,240,True,0.221,0.129,0.9856,0.45
94,whatever it is,zac brown band,2009,120,325,True,0.167,0.012,0.9947,0.631
95,already gone,kelly clarkson,2009,108,315,True,0.128,0.152,0.8029,0.657
96,goodbye,kristinia debarge,2009,108,358,True,0.025,0.072,-0.9433,0.698
97,say hey i love you,michael franti  spearhead featuring cherine anderson,2009,118,550,False,0.327,0.032,0.9997,0.785
98,pop champagne,jim jones featuring ron browz and juelz santana,2009,224,678,True,0.118,0.079,0.9418,0.67
