Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,posSent,negSent,compoundSent,repetitiveness
34,lucy in the sky with diamonds,elton john,1975,91,311,True,0.01,0.0,0.4767,0.707
35,mandy,barry manilow,1975,85,219,True,0.123,0.129,0.3919,0.612
36,have you never been mellow,olivia newtonjohn,1975,71,161,True,0.144,0.049,0.9169,0.559
37,could it be magic,barry manilow,1975,68,95,False,0.18,0.0,0.9437,0.284
38,cats in the cradle,harry chapin,1975,148,429,True,0.17,0.042,0.9966,0.655
39,wildfire,michael martin murphey,1975,75,108,True,0.0,0.063,-0.6597,0.306
40,im not lisa,jessi colter,1975,60,105,True,0.129,0.076,0.7575,0.429
41,listen to what the man said,wings,1975,61,143,True,0.294,0.049,0.994,0.573
42,im not in love,10cc,1975,,,,,,,
43,i can help,billy swan,1975,80,227,True,0.319,0.038,0.9971,0.648
44,fallin in love,hamilton joe frank  reynolds,1975,82,233,True,0.465,0.0,0.9996,0.648
45,feelings,morris albert,1975,44,124,True,0.191,0.065,0.954,0.645
46,chevy van,sammy johns,1975,97,208,True,0.176,0.037,0.9843,0.534
47,when will i be loved,linda ronstadt,1975,39,95,True,0.145,0.093,0.6249,0.589
48,youre the first the last my everything,barry white,1975,75,126,True,0.177,0.077,0.9383,0.405
49,please mr please,olivia newtonjohn,1975,126,209,False,0.181,0.04,0.9825,0.397
50,youre no good,linda ronstadt,1975,63,181,True,0.335,0.287,0.9629,0.652
51,dynomite,bazuka,1975,1,1,False,0.0,0.0,0.0,0.0
52,walking in rhythm,the blackbyrds,1975,46,105,True,0.0,0.095,-0.854,0.562
53,the way we weretry to remember,gladys knight  the pips,1975,111,244,False,0.184,0.03,0.9918,0.545
54,midnight blue,melissa manchester,1975,67,185,True,0.109,0.0,0.9623,0.638
55,dont call us well call you,sugarloaf,1975,115,236,True,0.133,0.041,0.9442,0.513
56,poetry man,phoebe snow,1975,84,201,True,0.128,0.023,0.9648,0.582
57,how long,ace,1975,66,191,True,0.069,0.077,0.0813,0.654
58,express,bt express,1975,52,349,False,0.305,0.0,0.999,0.851
59,thats the way of the world,earth wind  fire,1975,74,124,True,0.199,0.068,0.9592,0.403
60,lady,styx,1975,63,126,True,0.345,0.06,0.9937,0.5
61,bad time,grand funk,1975,72,309,True,0.378,0.143,0.9991,0.767
62,only women bleed,alice cooper,1975,90,243,True,0.049,0.115,-0.9295,0.63
63,doctors orders,carol douglas,1975,134,204,True,0.157,0.098,0.8855,0.343
64,get down tonight,kc and the sunshine band,1975,48,242,True,0.124,0.011,0.9828,0.802
65,you are so beautiful,joe cocker,1975,16,88,True,0.428,0.0,0.9955,0.818
66,one man womanone woman man,paul anka  odia coates,1975,,,,,,,
67,feel like makin love,bad company,1975,50,237,True,0.594,0.0,0.9997,0.789
68,how sweet it is to be loved by you,james taylor,1975,91,274,True,0.383,0.043,0.9991,0.668
69,dance with me,orleans,1975,52,151,True,0.132,0.094,0.7309,0.656
70,cut the cake,average white band,1975,80,301,True,0.173,0.09,0.9854,0.734
71,never can say goodbye,gloria gaynor,1975,101,313,True,0.012,0.316,-0.9979,0.677
72,i dont like to sleep alone,paul anka,1975,76,155,True,0.082,0.294,-0.9837,0.51
73,morning side of the mountain,donny  marie osmond,1975,65,198,True,0.157,0.083,0.9615,0.672
74,some kind of wonderful,grand funk railroad,1975,100,364,True,0.297,0.01,0.9988,0.725
75,when will i see you again,the three degrees,1975,39,168,True,0.161,0.038,0.9694,0.768
76,get down get down get on the floor,joe simon,1975,102,639,False,0.167,0.053,0.997,0.84
77,im sorry,john denver,1975,77,139,True,0.056,0.133,-0.7506,0.446
78,killer queen,queen,1975,113,188,True,0.091,0.089,-0.5312,0.399
79,shoeshine boy,eddie kendricks,1975,84,189,True,0.094,0.045,0.8639,0.556
80,do it til youre satisfied,bt express,1975,56,229,True,0.284,0.0,0.9971,0.755
81,cant get it out of my head,electric light orchestra,1975,74,217,True,0.019,0.177,-0.9868,0.659
82,shalala make me happy,al green,1975,71,148,False,0.236,0.03,0.9872,0.52
83,lonely people,america,1975,51,117,True,0.071,0.04,0.6124,0.564
84,you got the love,rufus,1975,70,164,True,0.237,0.062,0.9864,0.573
85,the rockford files,mike post,1975,1,1,False,0.0,0.0,0.0,0.0
86,it only takes a minute,tavares,1975,114,378,True,0.345,0.039,0.9994,0.698
87,no no song,ringo starr,1975,94,289,False,0.125,0.222,-0.9648,0.675
88,juniors farm,paul mccartney  wings,1975,94,250,True,0.087,0.051,0.836,0.624
89,bungle in the jungle,jethro tull,1975,132,280,True,0.254,0.072,0.9961,0.529
90,long tall glasses,leo sayer,1975,127,268,True,0.132,0.006,0.9865,0.526
91,someone saved my life tonight,elton john,1975,153,383,True,0.28,0.05,0.9986,0.601
92,misty,ray stevens,1975,121,234,True,0.071,0.082,-0.4404,0.483
93,bad blood,neil sedaka  elton john,1975,,,,,,,
94,only yesterday,the carpenters,1975,116,260,True,0.12,0.137,0.0258,0.554
95,im on fire,dwight twilley band,1975,53,212,True,0.073,0.378,-0.9984,0.75
96,only you and you alone,ringo starr,1975,51,171,True,0.214,0.04,0.9871,0.702
97,third rate romance,amazing rhythm aces,1975,118,199,True,0.158,0.107,0.9583,0.407
98,you aint seen nothing yet,bachmanturner overdrive,1975,,,,,,,
99,swearin to god,frankie valli,1975,121,271,True,0.295,0.025,0.9976,0.554
100,get dancin,discotex and the sexolettes,1975,,,,,,,
1,silly love songs,wings,1976,75,209,True,0.387,0.044,0.9986,0.641
2,dont go breaking my heart,elton john  kiki dee,1976,,,,,,,
3,disco lady,johnnie taylor,1976,86,340,True,0.07,0.155,-0.9578,0.747
4,december 1963 oh what a night,the four seasons,1976,80,414,False,0.07,0.014,0.961,0.807
5,play that funky music,wild cherry,1976,135,431,True,0.185,0.148,0.984,0.687
6,kiss and say goodbye,the manhattans,1976,113,255,True,0.127,0.087,0.8124,0.557
7,love machine,the miracles,1976,92,262,True,0.334,0.032,0.9987,0.649
8,50 ways to leave your lover,paul simon,1976,121,339,False,0.133,0.104,0.9449,0.643
9,love is alive,gary wright,1976,72,169,True,0.458,0.052,0.9983,0.574
10,a fifth of beethoven,walter murphy  the big apple band,1976,1,1,False,0.0,0.0,0.0,0.0
11,sara smile,hall  oates,1976,57,127,True,0.155,0.064,0.8608,0.551
12,afternoon delight,starland vocal band,1976,106,203,True,0.232,0.0,0.9955,0.478
13,i write the songs,barry manilow,1976,85,261,True,0.141,0.057,0.9666,0.674
14,fly robin fly,silver convention,1976,10,45,True,0.0,0.0,0.0,0.778
15,love hangover,diana ross,1976,50,173,False,0.549,0.041,0.9991,0.711
16,get closer,seals and crofts,1976,82,260,True,0.301,0.027,0.9979,0.685
17,more more more,andrea true connection,1976,40,346,True,0.324,0.0,0.9989,0.884
18,bohemian rhapsody,queen,1976,160,367,False,0.105,0.201,-0.9869,0.564
19,misty blue,dorothy moore,1976,69,103,True,0.127,0.113,0.3612,0.33
20,boogie fever,the sylvers,1976,89,282,True,0.119,0.005,0.9834,0.684
21,id really love to see you tonight,england dan  john ford coley,1976,95,176,True,0.161,0.052,0.9781,0.46
22,you sexy thing,hot chocolate,1976,71,317,True,0.389,0.044,0.9993,0.776
23,love hurts,nazareth,1976,65,155,True,0.365,0.24,0.9905,0.581
24,get up and boogie,silver convention,1976,6,112,True,0.0,0.0,0.0,0.946
25,take it to the limit,eagles,1976,96,233,True,0.098,0.012,0.9748,0.588
26,shake shake shake shake your booty,kc and the sunshine band,1976,44,206,True,0.061,0.577,-0.9976,0.786
27,sweet love,commodores,1976,148,383,True,0.463,0.015,0.9997,0.614
28,right back where we started from,maxine nightingale,1976,68,157,False,0.303,0.045,0.9944,0.567
29,theme from swat,rhythm heritage,1976,,,,,,,
30,love rollercoaster,ohio players,1976,107,160,True,0.253,0.02,0.9896,0.331
31,you should be dancing,bee gees,1976,44,217,True,0.167,0.011,0.9828,0.797
32,youll never find another love like mine,lou rawls,1976,107,331,True,0.112,0.165,-0.8076,0.677
33,golden years,david bowie,1976,111,349,True,0.076,0.017,0.96,0.682
34,moonlight feels right,starbuck,1976,104,203,True,0.168,0.09,0.9279,0.488
35,only sixteen,dr hook,1976,58,189,True,0.243,0.0,0.9958,0.693
36,let your love flow,the bellamy brothers,1976,93,243,True,0.333,0.012,0.9984,0.617
37,dream weaver,gary wright,1976,69,136,True,0.129,0.042,0.7964,0.493
38,turn the beat around,vicki sue robinson,1976,81,401,True,0.312,0.026,0.9994,0.798
39,lonely night angel face,captain  tennille,1976,91,302,False,0.088,0.096,0.1428,0.699
40,all by myself,eric carmen,1976,54,164,True,0.141,0.086,0.952,0.671
41,love to love you baby,donna summer,1976,43,240,True,0.579,0.026,0.9997,0.821
42,deep purple,donny  marie osmond,1976,57,183,True,0.238,0.0,0.9926,0.689
43,theme from mahogany do you know where youre going to,diana ross,1976,,,,,,,
44,sweet thing,rufus,1976,89,310,True,0.221,0.169,0.9784,0.713
45,thats the way i like it,kc and the sunshine band,1976,,,,,,,
46,a little bit more,dr hook,1976,96,230,True,0.162,0.012,0.9887,0.583
47,shannon,henry gross,1976,83,108,True,0.183,0.09,0.949,0.231
48,if you leave me now,chicago,1976,58,87,True,0.067,0.209,-0.8846,0.333
49,lowdown,boz scaggs,1976,114,285,True,0.084,0.124,-0.906,0.6
50,show me the way live,peter frampton,1976,92,228,False,0.17,0.043,0.9725,0.596
51,dream on,aerosmith,1976,87,244,True,0.237,0.039,0.9933,0.643
52,i love music,the ojays,1976,97,252,True,0.454,0.006,0.9994,0.615
53,say you love me,fleetwood mac,1976,92,257,False,0.238,0.059,0.9959,0.642
54,times of your life,paul anka,1976,76,171,True,0.116,0.053,0.9001,0.556
55,devil woman,cliff richard,1976,112,322,True,0.056,0.384,-0.9996,0.652
56,fooled around and fell in love,elvin bishop,1976,88,228,True,0.232,0.23,0.9274,0.614
57,convoy,c w mccall,1976,263,653,True,0.158,0.037,0.997,0.597
58,welcome back,john sebastian,1976,49,200,True,0.414,0.039,0.9988,0.755
59,sing a song,earth wind  fire,1976,48,154,True,0.159,0.02,0.9551,0.688
60,heaven must be missing an angel,tavares,1976,126,437,True,0.508,0.016,0.9999,0.712
61,ill be good to you,the brothers johnson,1976,67,398,True,0.407,0.115,0.9994,0.832
62,rock and roll music,the beach boys,1976,98,317,True,0.087,0.011,0.9688,0.691
63,shop around,captain  tennille,1976,91,311,True,0.334,0.018,0.9987,0.707
64,saturday night,bay city rollers,1976,61,315,True,0.055,0.0,0.875,0.806
65,island girl,elton john,1976,84,254,True,0.127,0.048,0.9416,0.669
66,lets do it again,the staple singers,1976,87,230,True,0.102,0.024,0.9349,0.622
67,let em in,wings,1976,32,161,True,0.205,0.0,0.9829,0.801
68,baby face,wing and a prayer fife and drum corps,1976,42,55,True,0.291,0.046,0.9485,0.236
69,this masquerade,george benson,1976,67,153,True,0.037,0.244,-0.9871,0.562
70,evil woman,electric light orchestra,1976,129,264,True,0.146,0.404,-0.9993,0.511
71,wham bam,silver,1976,114,288,True,0.197,0.023,0.995,0.604
72,im easy,keith carradine,1976,129,288,True,0.236,0.115,0.9938,0.552
73,wake up everybody,harold melvin  the blue notes,1976,117,274,True,0.142,0.108,0.9434,0.573
74,summer,war,1976,96,215,True,0.165,0.01,0.9872,0.553
75,let her in,john travolta,1976,70,203,True,0.035,0.02,0.4617,0.655
76,fox on the run,sweet,1976,56,183,True,0.04,0.132,-0.9408,0.694
77,rhiannon,fleetwood mac,1976,62,201,True,0.226,0.066,0.9877,0.692
78,got to get you into my life,the beatles,1976,77,212,True,0.039,0.036,-0.1159,0.637
79,fanny be tender with my love,bee gees,1976,87,312,True,0.075,0.274,-0.9976,0.721
80,getaway,earth wind  fire,1976,93,265,True,0.195,0.175,0.8582,0.649
81,shes gone,hall  oates,1976,102,289,True,0.124,0.195,-0.9781,0.647
82,still the one,orleans,1976,101,247,True,0.227,0.023,0.9968,0.591
83,youre my best friend,queen,1976,83,192,True,0.337,0.053,0.9975,0.568
84,with your love,jefferson starship,1976,73,309,True,0.32,0.018,0.9991,0.764
85,slow ride,foghat,1976,68,213,False,0.189,0.0,0.9921,0.681
86,whod she coo,ohio players,1976,20,187,True,0.013,0.014,-0.033,0.893
87,the boys are back in town,thin lizzy,1976,133,334,True,0.046,0.043,0.3147,0.602
88,walk away from love,david ruffin,1976,93,297,True,0.272,0.015,0.9983,0.687
89,baby i love your way live,peter frampton,1976,80,215,False,0.341,0.0,0.9985,0.628
90,young hearts run free,candi staton,1976,120,208,True,0.245,0.052,0.9954,0.423
91,breaking up is hard to do,neil sedaka,1976,72,183,True,0.136,0.081,0.9437,0.607
92,money honey,bay city rollers,1976,64,152,True,0.12,0.071,0.7974,0.579
93,give up the funk tear the roof off the sucker,parliament,1976,51,750,False,0.048,0.031,-0.8074,0.932
94,junk food junkie,larry groce,1976,203,413,True,0.215,0.037,0.9977,0.508
95,tryin to get the feeling again,barry manilow,1976,90,285,True,0.075,0.043,0.7579,0.684
96,rock and roll all nite live,kiss,1976,52,241,False,0.176,0.037,0.9846,0.784
97,disco duck,rick dees  his cast of idiots,1976,,,,,,,
98,take the money and run,steve miller band,1976,104,181,True,0.082,0.023,0.9022,0.425
99,squeeze box,the who,1976,59,187,True,0.136,0.032,0.9592,0.684
100,country boy you got your feet in la,glen campbell,1976,112,232,True,0.083,0.015,0.9538,0.517
1,tonights the night gonna be alright,rod stewart,1977,88,152,False,0.237,0.04,0.9843,0.421
2,i just want to be your everything,andy gibb,1977,83,254,True,0.219,0.027,0.9944,0.673
3,best of my love,the emotions,1977,82,279,True,0.434,0.004,0.9994,0.706
4,evergreen love theme from a star is born,barbra streisand,1977,84,137,False,0.342,0.0,0.9954,0.387
5,angel in your arms,hot,1977,99,253,True,0.081,0.143,-0.9548,0.609
6,i like dreamin,kenny nolan,1977,113,235,True,0.358,0.0,0.9983,0.519
7,dont leave me this way,thelma houston,1977,70,231,True,0.181,0.124,0.8233,0.697
8,your love has lifted me higher and higher,rita coolidge,1977,,,,,,,
9,undercover angel,alan oday,1977,93,338,True,0.326,0.013,0.9991,0.725
10,torn between two lovers,mary macgregor,1977,115,265,True,0.238,0.142,0.9908,0.566
11,im your boogie man,kc and the sunshine band,1977,,,,,,,
12,dancing queen,abba,1977,84,165,True,0.068,0.032,0.7269,0.491
13,you make me feel like dancing,leo sayer,1977,97,333,True,0.225,0.029,0.9962,0.709
14,margaritaville,jimmy buffett,1977,104,204,True,0.067,0.182,-0.9761,0.49
15,telephone line,electric light orchestra,1977,104,251,True,0.098,0.052,0.9231,0.586
16,whatcha gonna do,pablo cruise,1977,63,233,True,0.079,0.054,0.7371,0.73
17,do you wanna make love,peter mccann,1977,86,253,True,0.228,0.138,0.9809,0.66
18,sir duke,stevie wonder,1977,85,233,True,0.022,0.031,-0.2498,0.635
19,hotel california,eagles,1977,177,343,True,0.156,0.033,0.988,0.484
20,got to give it up,marvin gaye,1977,125,245,True,0.117,0.052,0.9509,0.49
21,gonna fly now,bill conti deetta little and nelson pigford,1977,,,,,,,
22,southern nights,glen campbell,1977,99,190,True,0.223,0.079,0.9861,0.479
23,rich girl,hall  oates,1977,77,336,True,0.162,0.073,0.9922,0.771
24,when i need you,leo sayer,1977,90,240,True,0.184,0.019,0.9906,0.625
25,hot line,the sylvers,1977,118,317,True,0.221,0.027,0.997,0.628
26,car wash,rose royce,1977,117,300,True,0.181,0.006,0.9945,0.61
27,you dont have to be a star to be in my show,marilyn mccoo  billy davis jr,1977,,,,,,,
28,fly like an eagle,steve miller band,1977,50,196,True,0.208,0.01,0.9862,0.745
29,dont give up on us,david soul,1977,78,197,True,0.062,0.041,0.6331,0.604
30,on and on,stephen bishop,1977,112,224,True,0.107,0.08,0.7724,0.5
31,feels like the first time,foreigner,1977,80,215,True,0.224,0.028,0.9929,0.628
32,couldnt get it right,climax blues band,1977,85,365,True,0.047,0.089,-0.9432,0.767
33,easy,commodores,1977,73,169,True,0.445,0.033,0.9986,0.568
34,right time of the night,jennifer warnes,1977,70,185,True,0.049,0.051,-0.1027,0.622
35,ive got love on my mind,natalie cole,1977,84,196,True,0.485,0.01,0.9993,0.571
36,blinded by the light,manfred manns earth band,1977,163,606,True,0.155,0.022,0.9981,0.731
37,looks like we made it,barry manilow,1977,92,231,True,0.223,0.046,0.9942,0.602
38,so in to you,atlanta rhythm section,1977,62,152,False,0.12,0.039,0.9428,0.592
39,dreams,fleetwood mac,1977,76,188,True,0.241,0.093,0.9849,0.596
40,enjoy yourself,the jacksons,1977,85,363,True,0.373,0.0,0.9995,0.766
41,dazz,brick,1977,31,152,True,0.069,0.03,0.6369,0.796
42,im in you,peter frampton,1977,46,168,True,0.298,0.067,0.9945,0.726
43,lucille,kenny rogers,1977,146,293,True,0.08,0.142,-0.9568,0.502
44,the things we do for love,10cc,1977,87,351,True,0.318,0.03,0.9993,0.752
45,da doo ron ron,shaun cassidy,1977,56,223,True,0.145,0.017,0.9817,0.749
46,handy man,james taylor,1977,68,192,True,0.234,0.092,0.9733,0.646
47,just a song before i go,crosby stills  nash,1977,64,108,True,0.139,0.018,0.9274,0.407
48,you and me,alice cooper,1977,77,220,True,0.182,0.018,0.9886,0.65
49,swayin to the music slow dancing,johnny rivers,1977,,,,,,,
50,lonely boy,andrew gold,1977,105,235,True,0.154,0.133,0.743,0.553
51,i wish,stevie wonder,1977,137,244,True,0.152,0.053,0.9776,0.439
52,dont stop,fleetwood mac,1977,72,182,True,0.085,0.137,-0.672,0.604
53,barracuda,heart,1977,101,174,True,0.15,0.065,0.925,0.42
54,strawberry letter 23,the brothers johnson,1977,106,159,False,0.264,0.0,0.9922,0.333
55,night moves,bob seger  the silver bullet band,1977,,,,,,,
56,youre my world,helen reddy,1977,59,103,True,0.266,0.0,0.9871,0.427
57,heard it in a love song,the marshall tucker band,1977,93,183,True,0.246,0.011,0.9923,0.492
58,carry on wayward son,kansas,1977,106,234,False,0.216,0.094,0.9873,0.547
59,new kid in town,eagles,1977,119,289,True,0.102,0.037,0.9654,0.588
60,my heart belongs to me,barbra streisand,1977,61,156,True,0.319,0.061,0.9961,0.609
61,after the lovin,engelbert humperdinck,1977,80,220,True,0.181,0.006,0.9919,0.636
62,jet airliner,steve miller band,1977,112,321,True,0.098,0.055,0.9536,0.651
63,stand tall,burton cummings,1977,107,250,True,0.112,0.086,0.0144,0.572
64,way down,elvis presley,1977,86,167,True,0.113,0.032,0.9176,0.485
65,weekend in new england,barry manilow,1977,85,168,False,0.214,0.009,0.991,0.494
66,it was almost like a song,ronnie milsap,1977,59,105,True,0.146,0.147,-0.6164,0.438
67,smoke from a distant fire,sanfordtownsend band,1977,117,273,False,0.075,0.123,-0.8601,0.571
68,cold as ice,foreigner,1977,54,175,True,0.142,0.027,0.9783,0.691
69,ariel,dean friedman,1977,162,313,True,0.101,0.021,0.9732,0.482
70,lost without your love,bread,1977,81,147,True,0.075,0.118,-0.831,0.449
71,star wars themecantina band,meco,1977,,,,,,,
72,float on,the floaters,1977,97,436,True,0.265,0.028,0.9988,0.778
73,jeans on,lord david dundas,1977,,,,,,,
74,lido shuffle,boz scaggs,1977,89,235,False,0.054,0.056,0.3919,0.621
75,keep it comin love,kc and the sunshine band,1977,49,209,True,0.422,0.014,0.9986,0.766
76,you made me believe in magic,bay city rollers,1977,57,90,True,0.24,0.021,0.9735,0.367
77,livin thing,electric light orchestra,1977,79,226,True,0.087,0.185,-0.9758,0.65
78,give a little bit,supertramp,1977,56,138,True,0.169,0.067,0.9443,0.594
79,thats rock n roll,shaun cassidy,1977,65,150,True,0.074,0.026,0.7783,0.567
80,love so right,bee gees,1977,97,250,True,0.265,0.114,0.9945,0.612
81,the rubberband man,the spinners,1977,155,367,True,0.061,0.061,0.2614,0.578
82,i never cry,alice cooper,1977,78,195,True,0.116,0.059,0.8532,0.6
83,nobody does it better,carly simon,1977,78,151,True,0.316,0.041,0.9962,0.483
84,high school dance,the sylvers,1977,87,363,True,0.118,0.006,0.9919,0.76
85,loves grown deep,kenny nolan,1977,94,212,True,0.21,0.013,0.9918,0.557
86,aint gonna bump no more with no big fat woman,joe tex,1977,92,332,True,0.008,0.196,-0.996,0.723
87,i wanna get next to you,rose royce,1977,96,179,True,0.138,0.059,0.9547,0.464
88,somebody to love,queen,1977,120,417,True,0.36,0.078,0.9996,0.712
89,muskrat love,captain  tennille,1977,73,125,True,0.259,0.0,0.9883,0.416
90,walk this way,aerosmith,1977,128,342,True,0.14,0.016,0.9889,0.626
91,cherchez la femme,dr buzzards original savannah band,1977,122,209,True,0.107,0.226,-0.9857,0.416
92,year of the cat,al stewart,1977,131,226,True,0.038,0.044,-0.3245,0.42
93,boogie nights,heatwave,1977,65,246,True,0.105,0.0,0.9792,0.736
94,go your own way,fleetwood mac,1977,57,170,True,0.029,0.085,-0.8316,0.665
95,sorry seems to be the hardest word,elton john,1977,47,157,True,0.046,0.295,-0.9919,0.701
96,dont worry baby,bj thomas,1977,84,165,True,0.197,0.044,0.9836,0.491
97,knowing me knowing you,abba,1977,70,181,True,0.138,0.102,0.9121,0.613
98,how much love,leo sayer,1977,72,189,True,0.346,0.033,0.9977,0.619
99,star wars main title,london symphony orchestra,1977,1,1,False,0.0,0.0,0.0,0.0
100,devils gun,cj  company,1977,,,,,,,
1,shadow dancing,andy gibb,1978,98,400,True,0.053,0.078,-0.3921,0.755
2,night fever,bee gees,1978,98,305,True,0.081,0.025,0.9295,0.679
3,you light up my life,debby boone,1978,72,98,True,0.159,0.014,0.9504,0.265
4,stayin alive,bee gees,1978,94,329,True,0.298,0.058,0.9977,0.714
5,kiss you all over,exile,1978,119,334,True,0.165,0.061,0.9893,0.644
6,how deep is your love,bee gees,1978,83,341,True,0.175,0.062,0.9939,0.757
7,baby come back,player,1978,100,230,True,0.074,0.185,-0.9843,0.565
8,love is thicker than water,andy gibb,1978,64,164,True,0.241,0.152,0.9664,0.61
9,boogie oogie oogie,a taste of honey,1978,60,148,True,0.014,0.153,-0.9552,0.595
10,three times a lady,commodores,1978,56,102,True,0.258,0.0,0.9837,0.451
11,grease,frankie valli,1978,91,331,True,0.051,0.071,-0.8416,0.725
12,i go crazy,paul davis,1978,80,208,True,0.113,0.197,-0.9698,0.615
13,youre the one that i want,john travolta  olivia newtonjohn,1978,,,,,,,
14,emotion,samantha sang,1978,,,,,,,
15,lay down sally,eric clapton,1978,81,252,True,0.054,0.075,-0.6781,0.679
16,miss you,the rolling stones,1978,112,226,True,0.083,0.151,-0.9246,0.504
17,just the way you are,billy joel,1978,90,170,True,0.148,0.111,0.898,0.471
18,with a little luck,wings,1978,74,439,True,0.316,0.065,0.999,0.831
19,if i cant have you,yvonne elliman,1978,71,133,True,0.188,0.144,0.909,0.466
20,dance dance dance yowsah yowsah yowsah,chic,1978,57,305,False,0.039,0.015,0.8012,0.813
21,feels so good,chuck mangione,1978,,,,,,,
22,hot child in the city,nick gilder,1978,74,177,True,0.127,0.051,0.9313,0.582
23,love is like oxygen,sweet,1978,79,217,True,0.256,0.105,0.9921,0.636
24,its a heartache,bonnie tyler,1978,52,143,True,0.087,0.285,-0.9913,0.636
25,we will rock youwe are the champions,queen,1978,,,,,,,
26,baker street,gerry rafferty,1978,123,222,True,0.105,0.108,0.0466,0.446
27,cant smile without you,barry manilow,1978,69,155,True,0.194,0.154,0.8749,0.555
28,too much too little too late,johnny mathis  deniece williams,1978,74,228,True,0.08,0.03,0.9201,0.675
29,dance with me,peter brown,1978,51,260,True,0.117,0.042,0.9584,0.804
30,two out of three aint bad,meat loaf,1978,163,373,True,0.182,0.076,0.9921,0.563
31,jack and jill,raydio,1978,61,90,True,0.152,0.089,0.8217,0.322
32,take a chance on me,abba,1978,122,508,True,0.255,0.05,0.999,0.76
33,sometimes when we touch,dan hill,1978,109,193,True,0.191,0.137,0.9349,0.435
34,last dance,donna summer,1978,37,148,True,0.164,0.105,0.8625,0.75
35,hopelessly devoted to you,olivia newtonjohn,1978,65,123,True,0.142,0.243,-0.928,0.472
36,hot blooded,foreigner,1978,85,204,True,0.065,0.023,0.8149,0.583
37,youre in my heart the final acclaim,rod stewart,1978,147,221,False,0.273,0.021,0.9972,0.335
38,the closer i get to you,roberta flack  donny hathaway,1978,71,184,True,0.242,0.06,0.9916,0.614
39,dust in the wind,kansas,1978,63,131,True,0.014,0.024,-0.0772,0.519
40,magnet and steel,walter egan,1978,59,130,False,0.13,0.026,0.9377,0.546
41,short people,randy newman,1978,80,173,True,0.082,0.194,-0.9727,0.538
42,use ta be my girl,the ojays,1978,80,222,True,0.174,0.058,0.9802,0.64
43,our love,natalie cole,1978,104,256,True,0.502,0.021,0.9997,0.594
44,love will find a way,pablo cruise,1978,88,227,True,0.301,0.08,0.9975,0.612
45,an everlasting love,andy gibb,1978,99,249,True,0.186,0.129,0.9698,0.602
46,love is in the air,john paul young,1978,60,248,True,0.213,0.015,0.9961,0.758
47,goodbye girl,david gates,1978,99,165,True,0.071,0.093,-0.2567,0.4
48,slip slidin away,paul simon,1978,122,265,True,0.071,0.038,0.8397,0.54
49,the groove line,heatwave,1978,73,286,True,0.067,0.059,0.3536,0.745
50,thunder island,jay ferguson,1978,89,140,True,0.18,0.037,0.9749,0.364
51,imaginary lover,atlanta rhythm section,1978,58,95,True,0.412,0.02,0.9944,0.389
52,still the same,bob seger  the silver bullet band,1978,,,,,,,
53,my angel baby,toby beau,1978,67,185,True,0.057,0.019,0.8462,0.638
54,disco inferno,the trammps,1978,83,391,True,0.192,0.012,0.9949,0.788
55,on broadway,george benson,1978,85,124,True,0.08,0.102,-0.7184,0.315
56,come sail away,styx,1978,103,277,True,0.113,0.029,0.9699,0.628
57,every time i turn around back in love again,ltd,1978,74,325,True,0.349,0.031,0.999,0.772
58,this time im in it for love,player,1978,91,255,True,0.181,0.166,0.9419,0.643
59,you belong to me,carly simon,1978,74,316,True,0.091,0.019,0.9772,0.766
60,here you come again,dolly parton,1978,79,219,True,0.126,0.034,0.9607,0.639
61,blue bayou,linda ronstadt,1978,100,203,True,0.159,0.078,0.9594,0.507
62,peg,steely dan,1978,62,241,True,0.182,0.046,0.9887,0.743
63,you needed me,anne murray,1978,88,187,True,0.107,0.111,-0.211,0.529
64,shame,evelyn champagne king,1978,92,221,True,0.202,0.185,-0.3194,0.584
65,reminiscing,little river band,1978,111,181,True,0.064,0.025,0.7269,0.387
66,count on me,jefferson starship,1978,53,201,True,0.331,0.046,0.9979,0.736
67,baby hold on,eddie money,1978,98,296,True,0.075,0.025,0.9285,0.669
68,hey deanie,shaun cassidy,1978,96,322,True,0.165,0.095,0.9859,0.702
69,summer nights,john travolta  olivia newtonjohn,1978,,,,,,,
70,whats your name,lynyrd skynyrd,1978,107,245,True,0.156,0.054,0.9563,0.563
71,dont it make my brown eyes blue,crystal gayle,1978,61,115,True,0.032,0.161,-0.9246,0.47
72,because the night,patti smith group,1978,,,,,,,
73,every kinda people,robert palmer,1978,92,194,True,0.105,0.128,-0.4731,0.526
74,copacabana,barry manilow,1978,127,316,True,0.081,0.049,0.9306,0.598
75,always and forever,heatwave,1978,93,227,True,0.339,0.028,0.9982,0.59
76,you and i,rick james,1978,130,404,True,0.12,0.069,0.9667,0.678
77,serpentine fire,earth wind  fire,1978,77,245,True,0.281,0.153,0.9921,0.686
78,sentimental lady,bob welch,1978,82,279,True,0.24,0.009,0.9974,0.706
79,falling,leblanc  carr,1978,63,129,False,0.258,0.03,0.9885,0.512
80,dont let me be misunderstood,santa esmeralda,1978,100,328,True,0.2,0.164,0.9605,0.695
81,bluer than blue,michael johnson,1978,89,172,True,0.096,0.14,-0.8781,0.483
82,running on empty,jackson browne,1978,134,298,True,0.111,0.062,0.9676,0.55
83,whenever i call you friend,kenny loggins  stevie nicks,1978,99,188,True,0.249,0.015,0.9932,0.473
